track_id,song_id,artist_id,artist_name,song_title,release,release_year,duration,artist_familiarity,artist_hotttnesss,genre,top_tags,n_words,nnz_words,l2_norm,is_test,TFIDF_correlation,query_artist,query_songs
TROOXHY128F42645A4,SOBJWZJ12A8C1300E8,ARB4QF71187FB4FB4E,Wade Hayes,Don't Stop,Old Enough To Know Better,1994,165.14567,0.596025053661,0.360279434862,country,country; the best; Love; Awesome; country two step,272,88,37.735925,0,0.2948051861970272,R. Kelly,Hump Bounce
TREIBLK128F148642C,SOHGAWO12A6D4F8F9E,ARQ1QGC1187FB4D088,The Adicts,Disco,Sound of Music,1982,134.68689,0.723171832289,0.515688981481,punk,funny; punk; punk rock; Disco; British Punk,115,33,27.838822,0,0.2931456528276361,R. Kelly,Hump Bounce
TRTUCHE128F425B7CC,SOMQFTM12AB0181667,AR7C6G11187B9B4C1E,Jennifer Lopez,The Way It Is,Brave,2007,187.45424,0.877119424278,0.56091265733,pop,pop; affirming; rnb; love song; tangy,416,84,91.038453,0,0.282788100711289,R. Kelly,Intro - The Sermon
TRGVOYR128F9336E5A,SOPWGZI12AB018332B,ARLHO5Z1187FB4C861,Beastie Boys,Pass The Mic (Pt. 2_ Skills To Pay The Bills) (2009 Digital Remaster),Check Your Head (Remastered Edition),0,263.02649,0.853124523276,0.603296081446,hip hop,hip hop,560,181,68.847658,0,0.2700724555596221,R. Kelly,Intro - The Sermon
TRQMXGX128F4264EF5,SOKKIHT12AF72A4879,AR15IO41187FB4D3FF,Fiona Apple,Oh Well,Extraordinary Machine,2005,222.82404,0.788186015102,0.551573723123,folk,female vocalists; singer-songwriter; piano; alternative; indie,207,109,24.939928,0,0.2635720673885267,R. Kelly,Intro - The Sermon
TRIPIMD128F92D3E12,SOQSJPL12AF729C98D,ARVRTM31187B9A80FC,Ryan Leslie,Just Right,Ryan Leslie,2005,285.70077,0.710724395917,0.55479905738,r&b/soul,rnb; chill; r&b; love songs; cool lyrics,684,122,109.187911,0,0.3209059754271124,Michael Jackson,Call On Me
TRZSQNU128F1461A9A,SOSKIZH12A6D4F7B05,ARTYQLR1187B98DA19,Eternal,Oh Baby I,Changing Faces - The Best Of Louise,0,273.21424,0.61510281663,0.379554849312,r&b/soul,rnb; soul; pop; love song; Mellow,444,95,79.636675,0,0.2977159665699159,Michael Jackson,Call On Me
TRKTFAD12903CB80A0,SORPORK12AB0189A61,ARHG1ZS1187B98C026,Matt Wertz,5:19,Everything In Between,2006,187.61098,0.726971578772,0.51588963414,folk,Matt Wertz; acoustic; singer-songwriter; indie; easy listening,212,73,36.769553,0,0.2937370937322188,Michael Jackson,Call On Me
TRBQTNZ128F42B09DF,SORZTAS12A8C13E0F6,ARD0NSF1187B98E3F6,Udo,What Can I Say,U-Turn,0,193.43628,0.535689256649,0.0,metal,metal; heavy metal,234,79,37.121422,0,0.23641812027629525,The Black Keys,Oceans and Streams
TROSMJT128F42917CB,SOGKRFR12A8C13CB89,ARQ8VKP1187B9AEB31,Gabrielle,Dreams,90's Pop Pre-Cleared Comp,1993,381.25669,0.658799883547,0.449544067663,r&b/soul,soul; pop; 90s; female vocalist; rnb,479,96,93.888231,0,0.226879272322125,The Black Keys,Oceans and Streams
TRFNFSL128F146E882,SOPOWVI12A6D4F4F91,AROFZYA1187B9AC863,Lemar,Time To Grow,R&B Lovesongs,2004,219.34975,0.644606789212,0.428514820477,r&b/soul,rnb; soul; Love; Lemar Time to Grow; pop,324,112,50.783856,0,0.225176074124797,The Black Keys,Oceans and Streams
TRONMKQ128F4266B98,SOPGGDC12A8C134FF3,AR88ALP1187FB3669B,Fishbone,Bonin' In The Boneyard,The Essential Fishbone,1988,285.59628,0.67816660424,0.40031397173,r&b/soul,funk; rock; funk metal; funky; Funk Rock,167,18,82.383251,0,0.4012205699845164,The Black Keys,10 A.M. Automatic
TRGKRLH128F425788B,SOHSVHB12A8C13973D,ARAOBIZ1187FB38574,Johnny Winter,Rockin' Pneumonia,Blue Suede Shoes,1974,129.20118,0.749711707474,0.452380503907,blues,Guitar Gods; Texas Blues; Southern Rock; delta blues; favorites,30,17,5.567764,0,0.33290032099361433,The Black Keys,10 A.M. Automatic
TRRDVVU12903CD20F1,SOETIJA12AB018BECA,ARZ79B31187FB4F562,Percy Sledge,Baby Help Me,The Very Best Of,1968,149.99465,0.745844867409,0.501052749368,r&b/soul,funk; laidback; northern soul; rhythm-n-blues; soul,179,73,29.883106,0,0.29048719802810885,The Black Keys,10 A.M. Automatic
TRRMQYQ128F42765E7,SOGJSUY12A8C133398,ARLUAK21187B9B785A,Ziggy Marley And The Melody Makers,13 Months Of Sunshine,The Spirit Of Music,0,270.13179,0.750479817142,0.538491127504,reggae,reggae,263,59,31.953091,0,0.33451866150126996,The Black Keys,Aeroplane Blues
TRHLIDH128F426150F,SOOWDXU12A8AE4815F,ARNE16X1187B9B2DEE,Jimmy Cliff,Sufferin' In The Land,Wonderful World Beautiful People,1969,178.31138,0.672199944412,0.466784211628,reggae,reggae; male vocals; fu; vitamins faves; Reg-i-die,94,44,16.941074,0,0.30445558606158557,The Black Keys,Aeroplane Blues
TRAGQSM128F1468ECD,SOTRQTA12A6D4F9B09,AR9TIW91187B9975F6,Body Count,Masters Of Revenge,Born Dead,1994,319.89506,0.606917685958,0.399275058134,rock,body count; rock; crossover; screamo; bc,142,49,26.981475,0,0.2637379290103196,The Black Keys,Aeroplane Blues
TROKNFL128F4290534,SOKNQBS12A8C13F15D,ARKZ68G1187B98B189,Gang Of Four,Outside The Trains Don't Run On Time,Nervous Tension,1980,206.8371,0.683845006608,0.454785379496,punk,post-punk; Post punk; 1980s; 1980; new wave,129,39,21.470911,0,0.4603499476131318,The Black Keys,All Hands Against His Own
TRRUKSD128F9322FEF,SONYFZL12AB018468A,AROQMWV1187FB3781A,Jill Scott,Brotha,Who Is Jill Scott?,2000,207.80363,0.814622989079,0.53031515062,r&b/soul,Neo-Soul; soul; smooth; jazz; chill906,263,59,63.261363,0,0.4390679728279622,The Black Keys,All Hands Against His Own
TRCQZCM128F425FD8C,SONGPQL12A8AE45DE5,ARA3I0J1187FB57869,Blink-182,GO,Greatest Hits,2003,111.75138,0.851351443053,0.582346373958,punk,punk rock; pop punk; punk; alternative rock; rock,192,76,40.373258,0,0.41553536896423193,The Black Keys,All Hands Against His Own
TRUGJBZ128F92FD845,SOHXKYR12AB017C5D3,ARYBFTU1187B9AE5D0,The Donnas,Take Me To The Backseat (Album Version),Spend The Night,2002,142.41914,0.758667044318,0.560348382084,rock,rock; punk rock; punk; alternative; female vocalists,253,63,43.081318,0,0.3807779530304691,The Black Keys,Black Door
TRZSQNU128F1461A9A,SOSKIZH12A6D4F7B05,ARTYQLR1187B98DA19,Eternal,Oh Baby I,Changing Faces - The Best Of Louise,0,273.21424,0.61510281663,0.379554849312,r&b/soul,rnb; soul; pop; love song; Mellow,444,95,79.636675,0,0.2771741243567831,The Black Keys,Black Door
TRRREHG128F9319163,SOLUZBT12AB017C505,AR7Y6JX1187FB4D9B3,Bad Brains,Don't Bother Me (Bad Brains),Generations 1: A Punk Look At Human Rights,0,161.25342,0.726298027446,0.555414575816,punk,punk; hardcore; reggae; punk rock; hardcore punk,166,62,33.985291,0,0.2716883931050217,The Black Keys,Black Door
TRJYWWT128F428B91F,SOJAKGK12A8C13A5A0,ARPKKQO1187B9A0037,Heideroosjes,If Trust Is Broken...,Schizo,1999,110.44526,0.577574621409,0.406029167399,punk,punk rock,108,73,14.491377,0,0.28022358990612367,The Black Keys,Busted
TRALKUS128F42384AC,SOEOKHN12A81C2160D,ARVKB9G1187B990C70,Keith Sweat,Caught Up,Didn't See Me Coming,2000,318.35383,0.740028701828,0.481818352667,r&b/soul,keith sweat; rnb; slow jams; soul; Hip-Hop,673,147,102.805642,0,0.2698183713073984,The Black Keys,Busted
TRWYGFY128F1495A92,SOZSJFE12A6D4F960F,ARTIHCD1187FB4FC8D,Bunny Wailer,Walk The Proud Land,Bunny Wailer Sings The Wailers,0,237.71383,0.645853448308,0.450240730259,reggae,reggae; aproragadozo loves this music; roots; dub; pablo group favourite,96,42,19.0,0,0.25365493122249905,The Black Keys,Busted
TRBGUJV128E078FE5D,SOJUIXL12AF729FE1E,ARW8Z0L1187FB5091A,Dru Hill,Share My World,Dru Hill,1996,267.51955,0.675814548354,0.473580998559,r&b/soul,rnb; male; Favorite; r and b; stream,405,103,58.762233,0,0.2961880285407958,The Black Keys,Give Your Heart Away
TRIBBGP128F14903BE,SOTSSMB12A6D4FB7FB,ARYRSHL1187B98F3EB,Sean Lennon,One Night,Into The Sun,1998,126.53669,0.692967709887,0.51524695631,pop,la muerte; pop; The Beatles; beatles; rivers all time favorite albums,172,72,25.298221,0,0.29503198293003513,The Black Keys,Give Your Heart Away
TRNKNQY12903CFF808,SOZKPQP12AC9097972,ARQVZ7F1187FB57CC9,Twenty 4 Seven,Take Me Away,Best of,0,213.34159,0.540862601844,0.482490972444,electronic,90s; eurodance; electronic; dance; Disco,293,46,67.149088,0,0.29238428017495305,The Black Keys,Give Your Heart Away
TRGQGZP128F424D8B7,SOQXPEH12A6D4FE1DB,ART70HI1187B9A37BC,Elmore James,Whose Muddy Shoes,The Very Best Of,1991,199.83628,0.619366855459,0.43482343141,blues,blues; Early RB; Chicago Blues; Classic Blues; acoustic blues,183,62,26.645825,0,0.3298141133837965,The Black Keys,Grown So Ugly
TRYPHVM128F42437C0,SOBOVMY12A6D4FB4E9,AR06M3F1187FB38BED,Mississippi Fred McDowell,Louise,You Got To Move,1964,238.52363,0.603268921561,0.385305378334,blues,blues; Old Blues; guitar blues; Classic Blues; jazz blues,253,101,37.696154,0,0.29930661801950176,The Black Keys,Grown So Ugly
TRNVKOI128E0799173,SOIYRHZ12A67AD8126,ARZ5H0P1187B98A1DD,Snoop Dogg,Snoopafella (Edited),The Best Of Snoop Dogg,0,263.54893,0.853831633625,0.608910282835,hip hop,rap; 90s hip-hop; FAV all time,948,322,98.833193,0,0.24587179363709624,The Black Keys,Grown So Ugly
TRYRGJV128F42690CC,SOOLZTM12A58A7B918,ARW3LUX1187FB5C4C0,The Jacksons,Enjoy Yourself,R&B: From Doo-Wop To Hip-Hop,1976,204.87791,0.685072024415,0.521849850096,r&b/soul,soul; pop; jacksons; 70s; rnb,318,77,61.90315,0,0.3842375826348613,The Black Keys,Hard Row
TRBSKJC12903CF3C64,SOSBPHK12D02190471,ARIJE1A1187B9A458D,Ella Fitzgerald,Let Yourself Go,Ella Fitzgerald Sings The Great Ameriacan Songwriters Vol 3,1986,135.94077,0.799504075438,0.541654000136,jazz,jazz vocal; vocal jazz; love songs; soft; Smooth Jazz,170,61,26.870058,0,0.3217388192832361,The Black Keys,Hard Row
TRDBFQH128E07933C2,SOXKRVD12A679C803C,AR37XMN1187B9AC408,Lighthouse Family,Whatever Gets You Through The Day,Whatever Gets You Through The Day,2001,280.45016,0.663229687567,0.402167047517,jazz,easy listening; Love; All time favourites; life; Acid-Jazz,309,80,45.022217,0,0.2984525215735433,The Black Keys,Hard Row
TRAIBCE128F428F082,SOKWUAB12A8C1386FE,ARJ6G8F1187B9B724F,Fairground Attraction,Winter Rose,The Collection,1990,211.98322,0.559527172767,0.364942450101,folk,Scottish; folk; acoustic; chill; best,88,26,15.033296,0,0.377166992583767,The Black Keys,I Got Mine
TRRGAEJ12903CA37B6,SOLJQGJ12AB01872F6,ARROWYU1187B9AB4BB,Big Bad Voodoo Daddy,Please Baby,Big Bad Voodoo Daddy,1998,299.07546,0.620995693213,0.521712405225,jazz,jazz; swing,141,37,32.588341,0,0.352592068223336,The Black Keys,I Got Mine
TREKKYO12903CB0F4A,SOQFKAW12AB01870FE,ARRU9GR1187FB43F56,Blind Willie McTell,Rollin' Mama Blues,Experience Blues,1932,183.48363,0.591428551964,0.385344913733,blues,blues; mississippi; Classic Blues; rude blues; dirty old blues,196,76,30.199338,0,0.3201457760710266,The Black Keys,I Got Mine
TRCPATC128F9318EE7,SOBXKKJ12AB0183D6E,AR180HL1187FB51B75,Katerine,Treat Me Like A Lady,Overdrive,0,216.5024,0.609016099987,0.48461993716,pop,dance; pop; electronic; 00s; Dancemania,273,103,46.829478,0,0.32073361853732135,The Black Keys,If You See Me
TRHDFNW12903CCD371,SOXUYLC12AB018E1DF,ARBJ5U71187FB52A76,Buddy Holly,Door To My Heart,Rave On: The Very Best Of &,1965,141.76608,0.686669419343,0.512312380865,country,oldies; country; rockabilly; american; 60s,96,40,17.349352,0,0.3135721527424265,The Black Keys,If You See Me
TRXJKEZ128F4279E33,SOAPUGR12A8C1324A1,ARFSZXM1187FB5A941,Roy Orbison,Candy Man,Definitive Collection,1973,170.03057,0.798486869725,0.53671499529,blues,blues; rockabilly; oldies; harmonica; roy cw,125,42,20.420578,0,0.2885113904243034,The Black Keys,If You See Me
TRWREZO128F1458FAC,SOVCIIB12A6D4F795C,ARDG9Z71187B997023,Public Image Ltd,Where Are You?,This Is What You Want . . . This Is What You Get,1999,258.48118,0.684994896581,0.41551708286,punk,post-punk; friendsofthekingofrummelpop; 80s; new wave; experimental,137,42,35.665109,0,0.2732428394341278,The Black Keys,Lies
TRSNCVV128F42BAA34,SOYGXUD12A8C14126D,AR33NJ21187B9AC3D9,Utada,Crossover Interlude,Exodus,2004,75.78077,0.729472510118,0.490466630121,pop,j-pop; utada hikaru; female vocalists; japanese; electronic,62,31,13.96424,0,0.27186899177074764,The Black Keys,Lies
TRXONNE128F145A821,SOKLGKV12A6D4F6BD8,ARXB14W1187B9B33DE,Warlock,Kiss Of Death,Triumph And Agony,0,246.15138,0.591299263245,0.409842174023,metal,heavy metal; hard rock; Megadeth; Female fronted metal; Power metal,296,94,43.439613,0,0.270988543363151,The Black Keys,Lies
TRJFZZH128F92D2026,SOAXNAH12A8C132CB9,ARTASUV1187B9A2B67,Frank Sinatra,The Girl That I Marry,Sinatra Rarities - The CBS Years,1991,183.69261,0.838940224158,0.56266192634,jazz,jazz; vocal; columbia,122,38,23.790755,0,0.3128762245779105,The Black Keys,Next Girl
TRPTSIB128F425EA4D,SOLBOLW12A8C14579E,ARK36B71187FB589D2,Paul Potts,Cavatina,One Chance - Christmas Edition,2007,229.98159,0.690856950177,0.384766646253,classical,Classical; opera; classic; relaxing; tenor,111,62,17.635192,0,0.296102763624829,The Black Keys,Next Girl
TRBGCTC12903D0C1E2,SOBELBD12A58A7CD17,ARTASUV1187B9A2B67,Frank Sinatra,The Girl Next Door,My Kinda Town,1954,157.93587,0.838907967531,0.56266192634,jazz,jazz; 50s; frank sinatra; crooner; swing,124,67,19.442222,0,0.2917931650775202,The Black Keys,Next Girl
TROPHLE128F14546AE,SOFAXTF12A6D4F7600,ARLR9U31187B9A71AD,The Stooges,No Fun (Remasterd LP Version),The Stooges [Deluxe Edition],0,318.37995,0.732603394424,0.497050958692,punk,tantotempotaste; punk; 70s; rock n roll; hea,136,54,27.055499,0,0.6557596405180779,The Black Keys,No Fun
TRWSWDF128F92ECDDA,SOZDZTA12AB017CCAF,ARX2DLI1187FB4DD03,The Presets,Kicking And Screaming,The Bang Gang Deejays 'D Is For Disco_ E Is For Dancing',2008,184.76363,0.72486448152,0.524449470713,electronic,electronic; australian; electropop; electro; dance,177,49,37.403208,0,0.3460399580720138,The Black Keys,No Fun
TRPKFPV128F1467D67,SODPYEI12A6D4F7163,ARYML1P1187B9AF39B,Devo,Time Out For Fun,Oh No It's Devo / Freedom Of Choice,1982,167.23546,0.707839968442,0.532445870959,punk,77davez-all-tracks; new wave; post-punk; 80s; coke party,247,92,36.674242,0,0.32651907063521945,The Black Keys,No Fun
TRKFHUS12903CE01E9,SOPPVLJ12A58A7B931,ARNDB1X1187B990AA0,Suicidal Tendencies,I Shot The Devil,Suicidal Tendencies,1983,111.12444,0.736677413341,0.526182556347,punk,punk; hardcore; crossover; 80s; metal,169,39,35.185224,0,0.34296503581870547,The Black Keys,Stack Shot Billy
TRVPHEE128F14B1263,SOEWUNT12A6D4FC8C8,ARWT91C1187B9ACEAA,Neil Young,Down By The River [Live At Massey Hall 1971],Live At Massey Hall 1971,2007,248.842,0.777730096336,0.584474150643,folk,acoustic; song noir; Southern Rock; folk; sad,187,57,27.221315,0,0.3286827208489083,The Black Keys,Stack Shot Billy
TRLVYZC128F9326932,SOQDPHD12AB0181161,ARFMHB31187FB47644,Carbon Leaf,American Tale,Ether-Electrified Porch Music,1999,233.97832,0.658867912095,0.466995278935,folk,folk rock; stonesoup; ether-electrified porch music; good track radio; 4 star track,173,49,32.186954,0,0.31101071926586693,The Black Keys,Stack Shot Billy
TRMVGUP128E0792615,SOVDECX12A67021676,ARC4K2E1187B9B6FDA,Marilyn Manson,Cyclops,Portrait Of An American Family,0,215.27465,0.826096084047,0.566194830308,metal,industrial; metal; rock; marilyn manson; alternative metal,121,34,30.545049,0,0.28075127881332657,The Black Keys,Ten Cent Pistol
TROBUHQ128F149D98B,SOMXSFN12A6D4FB088,AR3AY3R1187FB52CF0,Tracy Byrd,Right About Now,No Ordinary Man,0,198.42567,0.692973745052,0.442392092613,country,country; beautiful; my favorite; great song; classic country,201,97,22.045408,0,0.27631759873981576,The Black Keys,Ten Cent Pistol
TRZOEFZ12903CAF410,SOFDSRM12AB01883C8,AR4II141187B9A7B7E,Dave Barnes,You Do The Same For Me,What We Want_ What We Get,2010,320.65261,0.802761198481,0.519841676436,jazz,jazz; slow,241,68,39.471509,0,0.2610752269483494,The Black Keys,Ten Cent Pistol
TRZDBBB12903CE7208,SOUQKEE12AC960DE13,ARE2IB51187B98BD14,ERIC SARDINAS,Flames of Love,BLACK PEARLS,2003,223.16363,0.606788624177,0.395534372849,blues,blues; blues rock; rock; allboutguitar; Karlsruhe,168,57,28.861739,0,0.3822092814490332,The Black Keys,The Flame
TRKWXOA128F424A78F,SOJPGMO12A8C136D25,ARA7WV51187FB532B0,GG Allin,Kissing The Flames,The Troubled Troubadour,2000,155.55873,0.632367593971,0.384327716288,country,country; mark sheehan,147,54,32.526912,0,0.3744057304747909,The Black Keys,The Flame
TRSCRSV128F92F3D0B,SOHAGMZ12A8C140703,ARKG7TE1187B9A45D8,Dinah Washington,Wheel Of Fortune,Classic Jazz Vol 3,1987,340.6624,0.615145484223,0.461376141727,jazz,jazz; female vocalist; 50s; 1952,141,53,18.493242,0,0.3308544379325922,The Black Keys,The Flame
TRVVRNW128EF362423,SOOLJWO12AF72A304D,ARZ5CKV1187B9AE71A,The Brand New Heavies,Last to Know,Shelter,1997,265.01179,0.699823464073,0.49339787214,jazz,acid jazz; funk; electronic; pows bar; non-rap,530,118,67.786429,0,0.2716543240626588,The Black Keys,These Days
TRSIJOP128F9314929,SOOWNCS12A8C1423B8,ARREC0D1187FB3E7C1,Rich Mullins,The Howling,The World As Best As I Remember It_ Vol. 1,1991,201.01179,0.587021230406,0.452877191922,folk,acoustic; favorites; contemporary christian; ccm; christian,339,154,40.049969,0,0.2601883616457552,The Black Keys,These Days
TREROBC12903CFFC50,SOJWWJK12AB01862A5,AR39XXK1187B9B88C3,Zimmers Hole,Death To The Dodgers Of Soap,Legion Of Flames (re-issue),2001,115.66975,0.587309333473,0.424218437882,metal,canadian metal; death metal; heavy metal; thrash metal; grindcore,55,25,10.723805,0,0.25227942496697414,The Black Keys,These Days
TRSRAVI128F42636EE,SOBYRLD12A8C133433,AR0AVIB1187FB37D01,Regina Belle,Just Don't Want To Be Lonely,Reachin' Back,1995,244.94975,0.56602430216,0.384601685548,r&b/soul,soul; warm; feel good; groovy; love songs,235,48,48.74423,0,0.30777913862448825,The Black Keys,When The Lights Go Out
TRAFWEV128F428D391,SOLUABP12AF72A2CD2,ARQRQRA12131B4B5A8,Cake,Alpha Beta Parking Lot,Prolonging the Magic,1998,210.07628,0.794331284495,0.650665868274,rock,alternative; rock; Cake; pop; indie rock,160,48,27.964263,0,0.2598459801619844,The Black Keys,When The Lights Go Out
TRXGLHP128F92E5AFD,SOJXTGV12A8C1422EC,ARRTRPG1187B9B47BD,Disco,Enemmän,1999-2009,0,249.5473,0.776854999247,0.387267841515,pop,SuomiPop,37,22,3.741657,0,0.2596968691802431,The Black Keys,When The Lights Go Out
TRDRHRG128F428BBDB,SOLXQHT12A8C13BE14,ARN9Q881187FB3D951,The Dells,I Miss You,Standing Ovation - The Very Best Of The Dells,1997,261.45914,0.591696068822,0.387333145782,r&b/soul,soul; rnb; smooth; Old School soul; oldie,293,107,59.059292,0,0.4000576616896386,The Black Keys,Have Love Will Travel
TRYLINA128F1459E1C,SOOZOFD12A6701DF50,ARUJZFJ1187B9B135F,Shania Twain,I'm Not In The Mood (To Say No)!,Up!,2002,207.56853,0.870033796618,0.546326119552,country,country; pop; female vocalists; shania; gotanygoodmusic female vocalists,430,70,73.123184,0,0.3531317376986657,The Black Keys,Have Love Will Travel
TRGEMSN128E07944A8,SOKCEXR12A6701C3EB,ARAZCWP129462A97F1,Bob Marley & The Wailers,Reggae On Broadway,Man To Man,0,193.09669,0.780264380801,0.570106511951,reggae,reggae; the mother of the lion; sebreggae,302,52,67.052218,0,0.34207793763701555,The Black Keys,Have Love Will Travel
TRHQIZI128F42A0297,SOMINWR12AF72AB038,AR9L6R11187B9AA3F2,Duran Duran,All Along The Water,The Singles Box 1986 - 1995,1990,231.31383,0.777839247578,0.590400936943,pop,pop; dance; tangy; groovy; House,283,73,59.270566,0,0.30808077620946794,Ray Charles,C.C. Rider
TRSEKGC12903CAB349,SOEWPKA12AB0187D87,ARD5ZH01187FB3C0E5,Fats Domino,Careless Love,Rock And Rollin',1956,102.03383,0.745575312839,0.491707370037,blues,Fats Domino; blues; piano; rnb; rhythm and blues,66,29,16.062378,0,0.30044830643213055,Ray Charles,C.C. Rider
TRELNET128F429FC16,SOCDWLZ12AF72A6961,ARQCJNS1187FB52F4E,Richard Hawley,Coming Home (Live At Sheffield City Hall),Tonight The Streets Are Ours,0,311.01342,0.681828891775,0.519943457203,pop,pop; jim mccann tag,187,67,31.559468,0,0.26843344031122246,Ray Charles,C.C. Rider
TRSWHDW128F14947CF,SOPFOON12A58A7925C,AR56P361187B9AC4DB,Gary Moore,Only Fool In Town (2002 Digital Remaster),After Hours,1992,232.51546,0.761362238446,0.457481011892,blues,guitar; blues; blues rock,241,60,39.572718,0,0.40104074681102947,Ray Charles,I Got a Woman
TRDTMEB128F92EFA68,SOHJDPV12A8C1435AD,ARBFDJW1187B9AD27A,The Fabulous Thunderbirds,Full-Time Lover,The Fabulous Thunderbirds,1979,282.64444,0.623154283971,0.429353514999,blues,blues; blues rock; manupoda,178,70,31.937439,0,0.3438143203314197,Ray Charles,I Got a Woman
TRIYNIM128F145F8FA,SOZWPSF12A8AE48BA4,ARMJXRP1187FB461A0,Ohio Players,It's All Over,Funk On Fire - The Mercury Anthology,1974,254.74567,0.737536569987,0.44483436955,jazz,drjazzmrfunkmusic; 70s; its all over; Jazz  Funk; metro funky,246,67,59.69087,0,0.3338366062936843,Ray Charles,I Got a Woman
TRHJRZH128F428BC86,SOEWJIT12AF72A186E,ARGCVZG1187B9B916F,Hayseed Dixie,Black Dog,A Hot Piece Of Grass,2005,187.58485,0.633049366774,0.429734811931,country,bluegrass; cover; country; hillbilly; psychobilly,273,111,48.579831,0,0.3004333497688049,Ray Charles,The Sun's Gonna Shine Again
TRJAPND128F42507C5,SOZUOXB12A81C22A66,ARJK7JU1187FB4C3F3,Simian Mobile Disco,I BELIEVE,SAMPLE AND HOLD: Attack Decay Sustain Release REMIXED,2006,309.57669,0.750813999633,0.575685760236,electronic,electronic; dance; electro; electronica; new rave,355,87,68.651293,0,0.29919760970521025,Ray Charles,The Sun's Gonna Shine Again
TRCANIV128F428062F,SOFXKZC12A8C13B926,ARNMHWR11F4C83B384,The Kingston Trio,When The Saints Go Marching In,The Kingston Trio Live,1989,126.32771,0.512779338299,0.287920151837,country,country; folk; acoustic,201,52,33.346664,0,0.27890141769695076,Ray Charles,The Sun's Gonna Shine Again
TRALKUS128F42384AC,SOEOKHN12A81C2160D,ARVKB9G1187B990C70,Keith Sweat,Caught Up,Didn't See Me Coming,2000,318.35383,0.740028701828,0.481818352667,r&b/soul,keith sweat; rnb; slow jams; soul; Hip-Hop,673,147,102.805642,0,0.28601031737395005,Ray Charles,Losing Hand
TRMDJHR128F92F84FC,SOJCHKR12AB018023B,ARCB9IH1187FB52D15,The Emotions,I Don't Wanna Lose Your Love,The Masters Series: Funk Vol 1,1976,240.16934,0.638475883027,0.411904524979,r&b/soul,soul; funk; Love; Disco; emotions,564,113,109.872654,0,0.27265746529538676,Ray Charles,Losing Hand
